,"wiki.url","wiki.summary","img_url","img_fn","img_status","img_list",
"Sandringham","https://en.wikipedia.org/wiki/Sandringham,_Victoria","Sandringham is a beachside suburb of Melbourne, Victoria, Australia 16 km southeast of Melbourne's central business district. Its local government area is the City of Bayside and federal division is the Goldstein. At the 2011 Census, Sandringham had a population of 9,309.","https://upload.wikimedia.org/wikipedia/commons/8/87/Sandringham.jpg","Sandringham.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/8/87/Sandringham.jpg', 'https://upload.wikimedia.org/wikipedia/en/2/29/SandringhamBeachVictoria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/HMAS_J7_Submarine_Sandringham_Yacht_Club_600_1662.JPG', 'https://upload.wikimedia.org/wikipedia/en/0/0d/Sandringham_victoria_in_1908.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Moorabbin","https://en.wikipedia.org/wiki/Moorabbin,_Victoria","Moorabbin is a suburb in Melbourne, Victoria, Australia, 15 km south-east of Melbourne's central business district. Its local government area is the City of Kingston. At the 2011 Census, Moorabbin had a population of 5,283.
Most of the eastern side of Moorabbin has been an industrial area since the first development in the mid-1960s. Major industries with a presence in the area include Philip Morris and Coca-Cola. Moorabbin is also well known locally for its residential area built after World War II.","https://upload.wikimedia.org/wikipedia/commons/4/45/Moorabbin.JPG","Moorabbin.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/4/45/Moorabbin.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Mordialloc","https://en.wikipedia.org/wiki/Mordialloc,_Victoria","Mordialloc, also known simply as Mordi, is a suburb in Melbourne, Victoria, Australia, 24 km south-east of Melbourne's central business district. Its local government area is the City of Kingston. At the 2011 census, Mordialloc had a population of 7,537.","https://upload.wikimedia.org/wikipedia/en/0/0e/Mordialloc_Creek2.jpg","Mordialloc.jpg","Done","['https://upload.wikimedia.org/wikipedia/en/0/0e/Mordialloc_Creek2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Mordialloc_Creek_Victoria.jpg', 'https://upload.wikimedia.org/wikipedia/en/a/ad/Mordialloc_Beach_and_Pier.jpg', 'https://upload.wikimedia.org/wikipedia/en/d/de/Mordialloc_Creek.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Baddaginnie","https://en.wikipedia.org/wiki/Baddaginnie,_Victoria","Baddaginnie is a small town in Victoria, Australia. It is located on the North East railway line, in the Rural City of Benalla, 12 kilometres south-west of Benalla itself on the old Hume Highway. It is situated in mainly flat unforested country, one kilometre west of Baddaginnie Creek. At the 2011 census, Baddaginnie and the surrounding area had a population of 465.
The town was surveyed in 1857, named after the nearby Baddaginnie Creek, but settlement was slow, a Post Office finally opening on 16 September 1879. A railway station was open and served passengers until July 1978.
George ""Joey"" Palmer, the 1880s Australian test cricketer, died there on 22 August 1910.
Although often mistaken for an Aboriginal word, Baddaginnie may have named by a surveyor who had spent some time in Ceylon (now Sri Lanka), from baddaginnie’ meaning ""hungry"" in the Sinhala language (bada is ’stomach’ and ginnie is ’fire’).","https://upload.wikimedia.org/wikipedia/commons/f/fe/BadaginnieShop.JPG","Baddaginnie.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/f/fe/BadaginnieShop.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Benalla","https://en.wikipedia.org/wiki/Winton,_Victoria","Winton is a town near Benalla, Victoria, Australia. The town of Winton was proclaimed on 25 February 1861. At the 2011 census, Winton had a population of 188.
It is located within 50 km of some of the wineries of the North East of Victoria, as well as being close to other local attractions including Glenrowan, the site of the famous Bushranger Ned Kellys last stand. It is home to the Winton Motor Raceway.

","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Benalla.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Devenish","https://en.wikipedia.org/wiki/Devenish,_Victoria","Devenish is a town in northern Victoria, Australia within the Rural City of Benalla local government area, 230 kilometres (143 mi) north of the state capital, Melbourne. At the 2011 census, Devenish and the surrounding area had a population of 360.","https://upload.wikimedia.org/wikipedia/commons/2/2b/Devenish_Main_Street_002.JPG","Devenish.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2b/Devenish_Main_Street_002.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Goorambat","https://en.wikipedia.org/wiki/Goorambat,_Victoria","Goorambat /ˈɡʊərəmbæt/ is a town in northern Victoria, Australia. The town is located in the Rural City of Benalla local government area, 229 kilometres (142 mi) north of the state capital, Melbourne. At the 2011 census, Goorambat and the surrounding area had a population of 347.","https://upload.wikimedia.org/wikipedia/commons/9/90/GoorambatRailwayHotel.JPG","Goorambat.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/9/90/GoorambatRailwayHotel.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Australia_Victoria_Benalla_RC_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Balwyn North","https://en.wikipedia.org/wiki/Balwyn,_Victoria","Balwyn (/ˈbɔːlwərn/) is a suburb of Melbourne, Victoria, Australia, 10 km east of Melbourne's Central Business District. Its local government area is the City of Boroondara. At the 2011 Census, Balwyn had a population of 12,944.
Well known for its high quality family lifestyle and many leafy streets, Balwyn is among Melbourne's most exclusive and desirable suburbs.
Balwyn in the north is separated from Balwyn North by Belmore Road, bounded in the west by Burke Road, in the south by an irregular line along Mont Albert Road, Northcote Avenue and Whitehorse Road and in the east by a line some distance to the east of Union Road.
Whitehorse Road runs east-west along the ridgeline through the centre of Balwyn. Balwyn Road runs north-south from Koonung Creek Reserve (adjacent to the Eastern Freeway) to Canterbury Road.
The south west part of Balwyn was excised as the suburb of Deepdene in 2010.","https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg","Balwyn North.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Glen Iris","https://en.wikipedia.org/wiki/Glen_Iris,_Victoria","Glen Iris is a suburb of Melbourne, Victoria, Australia, 10 km south-east of Melbourne's Central Business District. Its local government area are the Cities of Boroondara and Stonnington. At the 2011 Census, Glen Iris had a population of 24,948.
Glen Iris has been Melbourne's geographical centre of population since the 1990s.","https://upload.wikimedia.org/wikipedia/commons/1/18/Glen_Iris.jpg","Glen Iris.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/18/Glen_Iris.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Hawthorn","https://en.wikipedia.org/wiki/Hawthorn_East,_Victoria","Hawthorn East is a suburb of Melbourne, Victoria, Australia, 7 km east of Melbourne's Central Business District. Its local government area is the City of Boroondara. At the 2011 Census, Hawthorn East had a population of 13,101.
The suburb is roughly bounded by Barkers Road to the north, Burke Road to the east, Toorak Road and the Monash Freeway to the south and Auburn Road to the west.
Hawthorn East is the home of a number of head offices for some of Australia's largest companies, including Coles and Bunnings.","https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg","Hawthorn.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Kew","https://en.wikipedia.org/wiki/Kew_East,_Victoria","Kew East is a suburb of Melbourne, Victoria, Australia, 8 km east from Melbourne's Central Business District. Its local government area is the City of Boroondara. At the 2011 Census, Kew East had a population of 6,017.","https://upload.wikimedia.org/wikipedia/commons/e/e6/Eastern_Freeway_Belford_St.jpg","Kew.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/e/e6/Eastern_Freeway_Belford_St.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Albion","https://en.wikipedia.org/wiki/Albion,_Victoria","Albion is a suburb of Melbourne, Victoria, Australia, 13 km west from Melbourne's central business district. Its local government area is the City of Brimbank. At the 2011 census Albion had a population of 4,337.
Albion is bordered on the north by Ballarat Road, the south by Forrest Street, the west by Kororoit Creek and the east by Anderson Road. The suburb is completely surrounded by other parts of Sunshine except for Ardeer, which lies to Albion's due west across Kororoit Creek.","https://upload.wikimedia.org/wikipedia/commons/4/48/Darter_on_Kororoit_Creek%2C_Albion.jpg","Albion.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/4/48/Darter_on_Kororoit_Creek%2C_Albion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Sunshine","https://en.wikipedia.org/wiki/Sunshine_North,_Victoria","Sunshine North is a suburb 12 km west of Melbourne, Victoria, Australia. Its local government area is the City of Brimbank. At the 2011 census, Sunshine North had a population of 10,637.","https://upload.wikimedia.org/wikipedia/commons/9/9c/Maribyrnong_River_Trail.jpg","Sunshine.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/9/9c/Maribyrnong_River_Trail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Kealba","https://en.wikipedia.org/wiki/Kealba,_Victoria","Kealba is a suburb of Melbourne, Victoria, Australia, 16 km north-west from Melbourne's central business district. Its local government area is the City of Brimbank. At the 2011 Census, Kealba had a population of 3,164.
The name of the suburb is derived from the letters of two of its neighbouring suburbs, namely Keilor and St Albans.","https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg","Kealba.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Delahey","https://en.wikipedia.org/wiki/Delahey,_Victoria","Delahey is a suburb of Melbourne, Victoria, Australia, 20 kilometres (12 mi) north-west of Melbourne's central business district. Its local government area is the City of Brimbank. At the 2011 Census, Delahey had a population of 8,443.
Delahey originally contained several farming properties. The Government acquired the land in the mid-to-late 1980s for re-subdivision as mostly residential properties. The suburb is named after William Delahey, who whilst still a baby had arrived from Ireland with siblings and parents Henry Delahey and Mary (née Dodd) in June 1840. Mr. William Delahey had been connected with the Keilor Shire Council for eighteen years and was elected as president during the year 1882–83. The suburb's name was formally adopted in 1994.
Delahey is the home of the transmitter for the major Melbourne station of the Australian Broadcasting Corporation, 774 ABC Melbourne, with its 215-metre (705 ft) high guyed transmitter mast.","https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png","Delahey.png","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Ballapur","https://en.wikipedia.org/wiki/Ballapur,_Victoria","Ballapur is a town in the local government area of the Shire of Buloke, Victoria, Australia. The post office there opened as Ballapur State School in 1902, renamed Ballapur in 1907 and was closed on 10 March 1916.","https://upload.wikimedia.org/wikipedia/commons/2/20/Australia_Victoria_Buloke_Shire_location_map.svg","Ballapur.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/2/20/Australia_Victoria_Buloke_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
